,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
76,[],48.695671000000004,2.2893847999999997,A+glass,48.693887,2.2836125,Auto Garage
77,[],48.8301492,2.6751953,Hotel Novotel Marne La Vallée Collégien,48.83052412821331,2.678929013786068,Hotel
78,[],48.8301492,2.6751953,hotelF1 Marne la Vallée Noisy le Grand Champs,48.83043882738779,2.6800780457057685,Hotel
79,[],48.8301492,2.6751953,Buffalo Grill,48.82777243125586,2.6796244263516855,Steakhouse
80,[],48.8301492,2.6751953,Graphipub,48.8277438,2.6742915,Advertising Agency
81,[],48.8301492,2.6751953,Novotel Restaurant,48.8302380741256,2.679135171047703,French Restaurant
82,[],48.8301492,2.6751953,Pizza Del Arte,48.82899516316134,2.680230516220484,Pizza Place
83,[],48.8301492,2.6751953,Hôtel F1,48.82936087300195,2.6811522835309383,Hotel
84,[],48.8301492,2.6751953,LOXAM Rental Collégien,48.83023827,2.66892686,Rental Service
85,[],48.627477299999995,2.4055796000000003,UrbanSoccer - Evry,48.62901010989455,2.4070746981503497,Soccer Field
86,[],48.627477299999995,2.4055796000000003,Palais 91,48.63001133980511,2.4031873990759074,Nightclub
87,[],48.627477299999995,2.4055796000000003,MICHELET - COURCOURONNES - HUSQVARNA,48.625395,2.40971,Farm
88,[],48.9634253,2.0337488,lidl,48.96366022824391,2.0302613054733754,Convenience Store
89,[],48.801635299999994,1.9686476000000002,La Criée Plaisir,48.801554026386256,1.9659065605977581,Seafood Restaurant
90,[],48.801635299999994,1.9686476000000002,La Trattoria,48.80221439461264,1.9668698004693137,Italian Restaurant
91,[],48.801635299999994,1.9686476000000002,Le Prime Time,48.80272700083529,1.968352631550196,Restaurant
92,[],48.801635299999994,1.9686476000000002,Lenotre,48.798778928456876,1.967838105160514,French Restaurant
93,[],48.801635299999994,1.9686476000000002,Hôtel F1 Plaisir,48.80292754231067,1.9726896286010742,Hotel
94,[],48.760267999999996,1.929617,La Marnière,48.76270774061261,1.9266110785004362,Farmers Market
95,[],48.760267999999996,1.929617,Decathlon,48.75799238159427,1.9351226091384888,Sporting Goods Shop
96,[],48.760267999999996,1.929617,Electro dépot,48.759088585577004,1.9344870261587976,Electronics Store
97,[],48.760267999999996,1.929617,ELECTRO DEPOT COIGNIERES,48.759119,1.934687,Electronics Store
98,[],48.760267999999996,1.929617,DARTY Coignières,48.75772714759841,1.934618353843689,Electronics Store
99,[],48.587956299999995,2.5906647,Kiloutou Energie,48.58909664495807,2.58897690674587,Hardware Store
100,[],48.587956299999995,2.5906647,Noz - Savigny-le-temple,48.58613204956055,2.591855049133301,Department Store
101,[],48.587956299999995,2.5906647,Kiloutou,48.58671242,2.59352414,Hardware Store
102,[],48.587956299999995,2.5906647,Le Golf,48.584466960914654,2.592209267953215,Asian Restaurant
103,[],48.587956299999995,2.5906647,Intersport,48.586227,2.596928,Sporting Goods Shop
104,[],49.236769,2.4668293293513797,Cora,49.235366065745104,2.4698638916015625,Department Store
105,[],49.236769,2.4668293293513797,Decathlon,49.23857194535297,2.468091915344303,Sporting Goods Shop
106,[],49.236769,2.4668293293513797,McDonald's,49.23339239543566,2.466897085075497,Fast Food Restaurant
107,[],49.236769,2.4668293293513797,Fnac Saint Maximin,49.24007348907053,2.4679970741271973,Department Store
108,[],49.236769,2.4668293293513797,Boulanger Creil,49.2369543,2.4675694,Electronics Store
109,[],49.236769,2.4668293293513797,Little Italy Factory,49.238075,2.4649937,Italian Restaurant
110,[],49.236769,2.4668293293513797,Zone Commerciale Saint-Maximin,49.23517803809466,2.468626073321147,Shopping Mall
111,[],49.236769,2.4668293293513797,Cultura,49.238844,2.467142,Bookstore
112,[],49.236769,2.4668293293513797,Quick,49.23512569705537,2.4630841722382284,Fast Food Restaurant
113,[],49.236769,2.4668293293513797,Darty,49.239918,2.469468,Electronics Store
114,[],48.8561374,2.3573817999999997,Miznon,48.857200621424404,2.3589573284780676,Israeli Restaurant
115,[],48.8561374,2.3573817999999997,Les Mots à la Bouche,48.85771855127609,2.3573224499493,Bookstore
116,[],48.8561374,2.3573817999999997,59 Rivoli,48.8561732,2.3579173,Art Gallery
117,[],48.8561374,2.3573817999999997,Mariage Frères,48.85776928296051,2.356618019905924,Tea Room
118,[],48.8561374,2.3573817999999997,Aux Merveilleux de Fred,48.85568607650127,2.356368899345398,Dessert Shop
119,[],48.8561374,2.3573817999999997,Florence Kahn,48.85730682545885,2.3590140076755444,Deli / Bodega
120,[],48.8561374,2.3573817999999997,Maison Européenne de la Photographie,48.85512804426985,2.358947843313217,Art Museum
121,[],48.8561374,2.3573817999999997,L'As du Fallafel,48.85741376683434,2.3590779304504395,Falafel Restaurant
122,[],48.8561374,2.3573817999999997,Vingt Vins d'Art,48.85521431940058,2.3579396506069488,Wine Bar
123,[],48.8561374,2.3573817999999997,Comme à Lisbonne,48.856767485058,2.356461882401648,Café
124,[],48.8585635,2.3533957,Fleux',48.85876287681194,2.3541614413261414,Furniture / Home Store
125,[],48.8585635,2.3533957,Comptoir Gourmet,48.859958,2.354374,Restaurant
126,[],48.8585635,2.3533957,Maison Aleph,48.857348,2.354873,Pastry Shop
127,[],48.8585635,2.3533957,Benedict,48.85820815365001,2.3560811411196494,French Restaurant
128,[],48.8585635,2.3533957,Galerie Azzedine Alaïa,48.857544773243966,2.3552169725375203,Art Gallery
129,[],48.8585635,2.3533957,Huygens Cosmetique Naturelle Sur Mesure,48.85893757904192,2.3537778854370117,Cosmetics Shop
130,[],48.8585635,2.3533957,Nature & Découvertes,48.85824916074778,2.3561629743718697,Miscellaneous Shop
131,[],48.8585635,2.3533957,Librairie Flammarion,48.86026970760012,2.352148283025599,Bookstore
132,[],48.8585635,2.3533957,Place de l'Hôtel de Ville – Esplanade de la Libération,48.85692475726913,2.3514118156673676,Plaza
133,[],48.8585635,2.3533957,Fontaine Stravinsky,48.8595783989043,2.35155527020609,Fountain
134,[],48.8585635,2.3533957,Fleux',48.85876287681194,2.3541614413261414,Furniture / Home Store
135,[],48.8585635,2.3533957,Comptoir Gourmet,48.859958,2.354374,Restaurant
136,[],48.8585635,2.3533957,Maison Aleph,48.857348,2.354873,Pastry Shop
137,[],48.8585635,2.3533957,Benedict,48.85820815365001,2.3560811411196494,French Restaurant
138,[],48.8585635,2.3533957,Galerie Azzedine Alaïa,48.857544773243966,2.3552169725375203,Art Gallery
139,[],48.8585635,2.3533957,Huygens Cosmetique Naturelle Sur Mesure,48.85893757904192,2.3537778854370117,Cosmetics Shop
140,[],48.8585635,2.3533957,Nature & Découvertes,48.85824916074778,2.3561629743718697,Miscellaneous Shop
141,[],48.8585635,2.3533957,Librairie Flammarion,48.86026970760012,2.352148283025599,Bookstore
142,[],48.8585635,2.3533957,Place de l'Hôtel de Ville – Esplanade de la Libération,48.85692475726913,2.3514118156673676,Plaza
143,[],48.8585635,2.3533957,Fontaine Stravinsky,48.8595783989043,2.35155527020609,Fountain
144,[],48.8641217,2.3515042,Passage du Grand Cerf,48.86476,2.349486,Pedestrian Plaza
145,[],48.8641217,2.3515042,Partisan,48.86475435958546,2.3530692174680863,Coffee Shop
146,[],48.8641217,2.3515042,Ma Cave Fleury,48.86550541020573,2.350544335615611,Wine Bar
147,[],48.8641217,2.3515042,Trois Fois plus de Piment,48.8628,2.35237,Szechuan Restaurant
148,[],48.8641217,2.3515042,La Maison du Saké,48.86452103864269,2.3492260814537356,Japanese Restaurant
149,[],48.8641217,2.3515042,Raviolis Chinois Nord-Est,48.862851,2.349547,Chinese Restaurant
150,[],48.8641217,2.3515042,Le Derrière,48.8644695009521,2.3541775345802307,French Restaurant
151,[],48.8641217,2.3515042,Bo&Mie,48.86404955512182,2.3504438996315002,Bakery
152,[],48.8641217,2.3515042,Rice & Fish,48.865149788345164,2.351435201806962,Sushi Restaurant
153,[],48.8641217,2.3515042,Hôtel Les Bains,48.863830207014814,2.351970076560974,Hotel
154,[],48.8675804,2.3524475,La Gaîté Lyrique,48.866960582699605,2.353601118831604,Concert Hall
155,[],48.8675804,2.3524475,Tealer,48.86804419126771,2.3505592346191406,Boutique
156,[],48.8675804,2.3524475,Le 123 Sébastopol,48.86758494974488,2.3533225471432093,Hotel
157,[],48.8675804,2.3524475,Player One,48.86827151555633,2.3520391434431076,Bar
158,[],48.8675804,2.3524475,Bon Esprit - Craft Beers & Good Spirits,48.867862,2.355034,Bar
159,[],48.8675804,2.3524475,Edgar,48.868114,2.34996,Brasserie
160,[],48.8675804,2.3524475,Ristorante National - Cucina Italiana,48.86598251248973,2.353209296590737,Italian Restaurant
161,[],48.8675804,2.3524475,Ma Cave Fleury,48.86550541020573,2.350544335615611,Wine Bar
162,[],48.8675804,2.3524475,Herbarium,48.86588262918233,2.3532240092754364,Cocktail Bar
163,[],48.8675804,2.3524475,Pizza Rossi,48.86887833432926,2.3530538121629223,Pizza Place
164,[],48.8565526,2.3690147,Chez Janou,48.85664435397839,2.36724340761729,Provençal Restaurant
165,[],48.8565526,2.3690147,Marché Bastille,48.856029201501194,2.3703046826319336,Market
166,[],48.8565526,2.3690147,Fragments,48.857915242206175,2.367343778624903,Coffee Shop
167,[],48.8565526,2.3690147,Moonshiner,48.85569754757345,2.371200174093246,Cocktail Bar
168,[],48.8565526,2.3690147,Da Vito,48.855669035336284,2.371230348944664,Pizza Place
169,[],48.8565526,2.3690147,Amici Miei,48.858185825719055,2.3693642020225525,Pizza Place
170,[],48.8565526,2.3690147,Hôtel Pavillon de la Reine,48.856386591661504,2.366008934683876,Hotel
171,[],48.8565526,2.3690147,La Moustache Blanche,48.85452477876369,2.3673031736565684,Beer Store
172,[],48.8565526,2.3690147,Le Petit Marché,48.85725921677337,2.3662138652687053,French Restaurant
173,[],48.8565526,2.3690147,Place des Vosges,48.85562342675294,2.365531325340271,Plaza
174,[],48.8612416,2.3398064,Cour Carrée du Louvre,48.8603598795578,2.3385429382324214,Pedestrian Plaza
175,[],48.8612416,2.3398064,Place du Louvre,48.859841,2.340822,Plaza
176,[],48.8612416,2.3398064,Le Fumoir,48.86042428799186,2.3408684134483337,Cocktail Bar
177,[],48.8612416,2.3398064,Boutique yam'Tcha,48.8617098431057,2.342380022000763,Chinese Restaurant
178,[],48.8612416,2.3398064,La Vénus de Milo (Vénus de Milo),48.859943428504316,2.3372340202331543,Exhibit
179,[],48.8612416,2.3398064,Église Saint-Germain-l'Auxerrois (Église Saint-Germain l'Auxerrois),48.859519915404825,2.3413056135177612,Church
180,[],48.8612416,2.3398064,Musée du Louvre,48.86084691113991,2.336440086364746,Art Museum
181,[],48.8612416,2.3398064,Le Café Blanc,48.862719,2.339578,Bar
182,[],48.8612416,2.3398064,Pret A Manger,48.86181143006031,2.341311331482022,Sandwich Place
183,[],48.8612416,2.3398064,Claus - La table du petit-déjeuner,48.862457,2.34062,Breakfast Spot
184,[],48.8689405,2.3467031000000005,The Hoxton Paris,48.8701794,2.3466316,Hotel
185,[],48.8689405,2.3467031000000005,Hoppy Corner,48.86772619731469,2.3473745971313704,Beer Bar
186,[],48.8689405,2.3467031000000005,L'Appartement Sézane,48.8695741819002,2.345060413685246,Women's Store
187,[],48.8689405,2.3467031000000005,Lockwood,48.86772674428229,2.3469454610004647,Cocktail Bar
188,[],48.8689405,2.3467031000000005,Frenchie Bar A Vins,48.86781182099964,2.3479165881872177,Wine Bar
189,[],48.8689405,2.3467031000000005,Boneshaker Doughnuts,48.86785725724388,2.347340691499821,Donut Shop
190,[],48.8689405,2.3467031000000005,La Boissonnière,48.869418597019404,2.3476892709732056,Bar
191,[],48.8689405,2.3467031000000005,Le Grand Rex,48.870470106609815,2.3476409912109375,Indie Movie Theater
192,[],48.8689405,2.3467031000000005,Le Distrait,48.869892,2.349226,Bar
193,[],48.8689405,2.3467031000000005,Comedy Club,48.87064568961842,2.348375540100513,Comedy Club
194,[],48.859086299999994,2.3793477000000003,Monsieur Antoine,48.86036499418606,2.378295287489891,Cocktail Bar
195,[],48.859086299999994,2.3793477000000003,Chez Aline,48.857042331138466,2.3786403545870995,Sandwich Place
196,[],48.859086299999994,2.3793477000000003,Ethiopia,48.860833,2.38,Ethiopian Restaurant
197,[],48.859086299999994,2.3793477000000003,Le Servan,48.86106256613868,2.3812439624603043,Bistro
198,[],48.859086299999994,2.3793477000000003,Comestibles & Marchand de Vins,48.861343,2.378424,Restaurant
199,[],48.859086299999994,2.3793477000000003,Monsieur Matthieu,48.86113302715583,2.3811437660366583,Wine Bar
200,[],48.859086299999994,2.3793477000000003,Atelier des Lumières,48.8616586199121,2.380911111831665,Art Museum
201,[],48.859086299999994,2.3793477000000003,Maison Nouilles,48.858341683621,2.3827231489103466,Asian Restaurant
202,[],48.859086299999994,2.3793477000000003,Aux Bons Crus,48.857113,2.3799193,French Restaurant
203,[],48.859086299999994,2.3793477000000003,Broken Biscuits,48.859792,2.378764,Pastry Shop
204,[],48.859086299999994,2.3793477000000003,Monsieur Antoine,48.86036499418606,2.378295287489891,Cocktail Bar
205,[],48.859086299999994,2.3793477000000003,Chez Aline,48.857042331138466,2.3786403545870995,Sandwich Place
206,[],48.859086299999994,2.3793477000000003,Ethiopia,48.860833,2.38,Ethiopian Restaurant
207,[],48.859086299999994,2.3793477000000003,Le Servan,48.86106256613868,2.3812439624603043,Bistro
208,[],48.859086299999994,2.3793477000000003,Comestibles & Marchand de Vins,48.861343,2.378424,Restaurant
209,[],48.859086299999994,2.3793477000000003,Monsieur Matthieu,48.86113302715583,2.3811437660366583,Wine Bar
210,[],48.859086299999994,2.3793477000000003,Atelier des Lumières,48.8616586199121,2.380911111831665,Art Museum
211,[],48.859086299999994,2.3793477000000003,Maison Nouilles,48.858341683621,2.3827231489103466,Asian Restaurant
212,[],48.859086299999994,2.3793477000000003,Aux Bons Crus,48.857113,2.3799193,French Restaurant
213,[],48.859086299999994,2.3793477000000003,Broken Biscuits,48.859792,2.378764,Pastry Shop
214,[],48.8760238,2.3581927000000005,BMK Paris-Bamako,48.87464593409851,2.3565486073493958,African Restaurant
215,[],48.8760238,2.3581927000000005,Marrow,48.87442541960633,2.358884811401367,Café
216,[],48.8760238,2.3581927000000005,Les Orientalistes,48.875501521125955,2.358844578266144,Mediterranean Restaurant
217,[],48.8760238,2.3581927000000005,Marks & Spencer Food,48.87674195537729,2.358486072371823,Food & Drink Shop
218,[],48.8760238,2.3581927000000005,Marché Saint-Quentin,48.876830665853085,2.355233825623974,Farmers Market
219,[],48.8760238,2.3581927000000005,Le Delly's,48.878458299848,2.357852395267173,African Restaurant
220,[],48.8760238,2.3581927000000005,Le Grand Amour Restaurant,48.87456598277865,2.3563213985670255,Restaurant
221,[],48.8760238,2.3581927000000005,Café A,48.87523561686296,2.360022095087153,Café
222,[],48.8760238,2.3581927000000005,Le Grand Amour Hôtel,48.874538927210786,2.3562651606408602,Hotel
223,[],48.8760238,2.3581927000000005,L'Ours Bar,48.874604417758015,2.3544449149534543,Cocktail Bar
224,[],48.8760238,2.3581927000000005,BMK Paris-Bamako,48.87464593409851,2.3565486073493958,African Restaurant
225,[],48.8760238,2.3581927000000005,Marrow,48.87442541960633,2.358884811401367,Café
226,[],48.8760238,2.3581927000000005,Les Orientalistes,48.875501521125955,2.358844578266144,Mediterranean Restaurant
227,[],48.8760238,2.3581927000000005,Marks & Spencer Food,48.87674195537729,2.358486072371823,Food & Drink Shop
228,[],48.8760238,2.3581927000000005,Marché Saint-Quentin,48.876830665853085,2.355233825623974,Farmers Market
229,[],48.8760238,2.3581927000000005,Le Delly's,48.878458299848,2.357852395267173,African Restaurant
230,[],48.8760238,2.3581927000000005,Le Grand Amour Restaurant,48.87456598277865,2.3563213985670255,Restaurant
231,[],48.8760238,2.3581927000000005,Café A,48.87523561686296,2.360022095087153,Café
232,[],48.8760238,2.3581927000000005,Le Grand Amour Hôtel,48.874538927210786,2.3562651606408602,Hotel
233,[],48.8760238,2.3581927000000005,L'Ours Bar,48.874604417758015,2.3544449149534543,Cocktail Bar
234,[],48.838879999999996,2.3529777000000003,Au Bon Coin,48.838155340261906,2.3516649893427046,French Restaurant
235,[],48.838879999999996,2.3529777000000003,Chez Neung,48.83756338657033,2.3541388008808917,Thai Restaurant
236,[],48.838879999999996,2.3529777000000003,Carl Marletti,48.83949014675772,2.3503057298588117,Dessert Shop
237,[],48.838879999999996,2.3529777000000003,Tesoro d'Italia,48.837588376725286,2.354215237131465,Italian Restaurant
238,[],48.838879999999996,2.3529777000000003,Mavrommátis,48.84056933181091,2.3511841893196106,Greek Restaurant
239,[],48.838879999999996,2.3529777000000003,Mavromatis Censier,48.839552892598526,2.3504003647301213,Gourmet Shop
240,[],48.838879999999996,2.3529777000000003,Desvouges,48.83911487831038,2.356208731427311,French Restaurant
241,[],48.838879999999996,2.3529777000000003,Verse Toujours,48.83840089679082,2.3508235308742362,Bar
242,[],48.838879999999996,2.3529777000000003,Cave La Bourgogne,48.839236989424926,2.34975644594888,French Restaurant
243,[],48.838879999999996,2.3529777000000003,Bocamexa,48.840122,2.349835,Mexican Restaurant
244,[],48.8695072,2.3314532999999997,Place de l'Opéra,48.87086688393964,2.3321523722815702,Plaza
245,[],48.8695072,2.3314532999999997,Hôtel Park Hyatt Paris-Vendôme,48.86889283393748,2.3303380608558655,Hotel
246,[],48.8695072,2.3314532999999997,Pierre Hermé,48.86822151447183,2.333396617684349,Pastry Shop
247,[],48.8695072,2.3314532999999997,La Cure Gourmande,48.8697887450351,2.332400679588318,Candy Store
248,[],48.8695072,2.3314532999999997,Éléphant Paname,48.869328008845166,2.3301026897176005,Art Gallery
249,[],48.8695072,2.3314532999999997,Académie Nationale de Musique,48.87112287829175,2.331461906433105,Historic Site
250,[],48.8695072,2.3314532999999997,Hôtel Scribe,48.870537148418215,2.329675555229187,Hotel
251,[],48.8695072,2.3314532999999997,Cartier,48.8692635,2.3310218,Jewelry Store
252,[],48.8695072,2.3314532999999997,Charvet,48.868312152527395,2.3302816660179584,Men's Store
253,[],48.8695072,2.3314532999999997,InterContinental Paris Le Grand Hôtel,48.870834,2.330427,Hotel
254,[],48.8748629,2.342939,Papacionu,48.87479244142873,2.3429168066774655,Corsican Restaurant
255,[],48.8748629,2.342939,Picto,48.87590813725393,2.3439459877145854,Sandwich Place
256,[],48.8748629,2.342939,Hôtel Parister,48.8753502620414,2.344384366678277,Hotel
257,[],48.8748629,2.342939,Bien Élevé,48.87405226426158,2.343173137593862,Steakhouse
258,[],48.8748629,2.342939,À la Mère de Famille,48.87397,2.342263,Candy Store
259,[],48.8748629,2.342939,Monbleu,48.874104,2.3421495,Cheese Shop
260,[],48.8748629,2.342939,Tous,48.876537,2.343898,French Restaurant
261,[],48.8748629,2.342939,Abri Soba,48.875041088876465,2.34439229409706,Soba Restaurant
262,[],48.8748629,2.342939,Loco,48.873772267222535,2.3425792781995085,Argentinian Restaurant
263,[],48.8748629,2.342939,Passage Verdeau,48.8735,2.34232,Pedestrian Plaza
264,[],48.8767507,2.3539485,Ma Kitchen,48.87701802448486,2.35140737644392,Korean Restaurant
265,[],48.8767507,2.3539485,Kashmir House,48.876985427211835,2.3522046218805643,Indian Restaurant
266,[],48.8767507,2.3539485,Mussubi,48.877529612205564,2.351537208593247,Japanese Restaurant
267,[],48.8767507,2.3539485,Marché Saint-Quentin,48.876830665853085,2.355233825623974,Farmers Market
268,[],48.8767507,2.3539485,L'Ours Bar,48.874604417758015,2.3544449149534543,Cocktail Bar
269,[],48.8767507,2.3539485,Pleine Mer,48.876886568003954,2.3535234480694953,Seafood Restaurant
270,[],48.8767507,2.3539485,La Maison Bleue,48.87811416438613,2.35133386328103,French Restaurant
271,[],48.8767507,2.3539485,Nanashi,48.87529674590974,2.3515112409265875,Japanese Restaurant
272,[],48.8767507,2.3539485,Ahipoké,48.87658473284472,2.3513970728799904,Hawaiian Restaurant
273,[],48.8767507,2.3539485,Nous,48.87476659828924,2.353747260032455,Gluten-free Restaurant
274,[],48.875932,2.3590598999999997,Marrow,48.87442541960633,2.358884811401367,Café
275,[],48.875932,2.3590598999999997,Les Orientalistes,48.875501521125955,2.358844578266144,Mediterranean Restaurant
